id,store_id,product_option_id,type,reason,quantity,created_at,is_anomaly,anomaly_type,z_quantity,z_rolling_dev,dayofweek,is_weekend,pred_anomaly,anomaly_score
1,1,1,OUT,SALE,5,2025-01-01,0,,0.673285186983787,0.0,2,0,0,-0.17943864314610836
2,1,1,OUT,SALE,6,2025-01-02,0,,1.1367559203493707,0.0,3,0,0,-0.12268241733541296
3,1,1,OUT,SALE,5,2025-01-03,0,,0.673285186983787,-0.7071067811865475,4,0,0,-0.14881912978317158
4,1,1,OUT,SALE,6,2025-01-04,0,,1.1367559203493707,1.1547005383792521,5,1,0,-0.08821360241532639
5,1,1,OUT,SALE,5,2025-01-05,0,,0.673285186983787,-0.8660254037844387,6,1,0,-0.09376631738804375
6,1,1,OUT,SALE,5,2025-01-06,0,,0.673285186983787,-0.730296743340222,0,0,0,-0.12407414212793744
7,1,1,OUT,SALE,5,2025-01-07,0,,0.673285186983787,-0.6454972243679021,1,0,0,-0.16703473865777763
8,1,1,OUT,SALE,4,2025-01-08,0,,0.2098144536182034,-2.6349301969610384,2,0,0,-0.15163383582983525
9,1,1,OUT,SALE,5,2025-01-09,0,,0.673285186983787,-0.20701966780270675,3,0,0,-0.17958326436342825
10,1,1,OUT,SALE,5,2025-01-10,0,,0.673285186983787,0.0,4,0,0,-0.15951025337622782
11,1,1,OUT,SALE,6,2025-01-11,0,,1.1367559203493707,1.7320508075688763,5,1,0,-0.08149995776903662
12,1,1,OUT,SALE,5,2025-01-12,0,,0.673285186983787,0.0,6,1,0,-0.11535074230573106
13,1,1,OUT,SALE,6,2025-01-13,0,,1.1367559203493707,1.7320508075688763,0,0,0,-0.046728749984045415
14,1,1,OUT,SALE,5,2025-01-14,0,,0.673285186983787,-0.20701966780270675,1,0,0,-0.17485352257474446
15,1,1,OUT,SALE,4,2025-01-15,0,,0.2098144536182034,-1.65615734242165,2,0,0,-0.18170589490341188
16,1,1,OUT,SALE,6,2025-01-16,0,,1.1367559203493707,1.2421180068162365,3,0,0,-0.10581358098752058
17,1,1,OUT,SALE,4,2025-01-17,0,,0.2098144536182034,-1.700840128541522,4,0,0,-0.16187366131014636
18,1,1,OUT,SALE,6,2025-01-18,0,,1.1367559203493707,0.9526610232449331,5,1,0,-0.0911443791002714
19,1,1,OUT,SALE,4,2025-01-19,0,,0.2098144536182034,-1.2702146976599118,6,1,0,-0.10809583307059867
20,1,1,OUT,SALE,4,2025-01-20,0,,0.2098144536182034,-1.0,0,0,0,-0.16382223008195024
21,1,1,OUT,SALE,5,2025-01-21,0,,0.673285186983787,0.3003757045930553,1,0,0,-0.1714164524463756
22,1,1,OUT,SALE,6,2025-01-22,0,,1.1367559203493707,1.3516906706687493,2,0,0,-0.10254053755236114
23,1,1,OUT,SALE,5,2025-01-23,0,,0.673285186983787,0.0,3,0,0,-0.18060187732749367
24,1,1,OUT,SALE,5,2025-01-24,0,,0.673285186983787,0.1587768372074894,4,0,0,-0.15534824596771418
25,1,1,OUT,SALE,10,2025-01-25,0,,2.9906388538117055,6.123724356957943,5,1,1,0.055616097522928176
26,1,1,OUT,SALE,9,2025-01-26,0,,2.5271681204461216,1.6561573424216496,6,1,0,-0.010741521698482637
27,1,1,OUT,SALE,8,2025-01-27,0,,2.063697387080538,0.7490253407188306,0,0,0,-0.04922336792178372
28,1,1,OUT,SALE,9,2025-01-28,0,,2.5271681204461216,1.0128355573642724,1,0,0,-0.058974429667517425
29,1,1,OUT,SALE,6,2025-01-29,0,,1.1367559203493707,-0.6900655593423534,2,0,0,-0.1252023346270621
30,1,1,OUT,SALE,5,2025-01-30,0,,0.673285186983787,-1.1731114508820006,3,0,0,-0.16145546252287402
31,1,1,OUT,SALE,4,2025-01-31,0,,0.2098144536182034,-1.6561573424216478,4,0,0,-0.16353496162750214
32,1,1,OUT,SALE,6,2025-02-01,0,,1.1367559203493707,-0.5617690055391227,5,1,0,-0.07796018533711424
33,1,1,OUT,SALE,5,2025-02-02,0,,0.673285186983787,-0.867532846881383,6,1,0,-0.09376631738804375
34,1,1,OUT,SALE,4,2025-02-03,0,,0.2098144536182034,-1.2087344460380698,0,0,0,-0.1525210481139534
35,1,1,OUT,SALE,5,2025-02-04,0,,0.673285186983787,-0.3325643972842158,1,0,0,-0.17102862325195206
36,1,1,OUT,SALE,5,2025-02-05,0,,0.673285186983787,0.0,2,0,0,-0.17943864314610836
37,1,1,OUT,SALE,5,2025-02-06,0,,0.673285186983787,0.2070196678027077,3,0,0,-0.18052048046453556
38,1,1,OUT,SALE,4,2025-02-07,0,,0.2098144536182034,-1.2421180068162423,4,0,0,-0.1874593999537762
39,1,1,OUT,SALE,5,2025-02-08,0,,0.673285186983787,0.2070196678027077,5,1,0,-0.1252657837420762
40,1,1,OUT,SALE,6,2025-02-09,0,,1.1367559203493707,2.634930196961066,6,1,0,-0.04731609932378855
41,1,1,OUT,SALE,5,2025-02-10,0,,0.673285186983787,0.2070196678027077,0,0,0,-0.13240946970107392
42,1,1,OUT,SALE,4,2025-02-11,0,,0.2098144536182034,-1.732050807568886,1,0,0,-0.17081133223211786
43,1,1,OUT,SALE,5,2025-02-12,0,,0.673285186983787,0.20701966780270778,2,0,0,-0.17809569481996007
44,1,1,OUT,SALE,4,2025-02-13,0,,0.2098144536182034,-1.2421180068162427,3,0,0,-0.2057066252186066
45,1,1,OUT,SALE,4,2025-02-14,0,,0.2098144536182034,-0.9449111825230727,4,0,0,-0.1934215551792567
46,1,1,OUT,SALE,6,2025-02-15,0,,1.1367559203493707,1.7008401285415304,5,1,0,-0.0825350696238395
47,1,1,OUT,DAMAGE,17,2025-02-16,1,REPEATED_LOSS,6.234933987370791,13.496031162636594,6,1,1,0.10999765743247403
48,1,1,OUT,SALE,5,2025-02-17,0,,0.673285186983787,-0.30261376633440124,0,0,0,-0.13456830605418502
49,1,1,OUT,SALE,5,2025-02-18,0,,0.673285186983787,-0.30261376633440124,1,0,0,-0.17165650448543973
50,1,1,OUT,SALE,5,2025-02-19,0,,0.673285186983787,-0.3379686104117698,2,0,0,-0.17628231681265355
51,1,1,OUT,SALE,4,2025-02-20,0,,0.2098144536182034,-0.5530395443101688,3,0,0,-0.22195291971976794
52,1,1,OUT,SALE,5,2025-02-21,0,,0.673285186983787,-0.3379686104117698,4,0,0,-0.1553287613164499
53,1,1,OUT,SALE,6,2025-02-22,0,,1.1367559203493707,-0.15622457489202923,5,1,0,-0.08586723069330204
54,1,1,OUT,SALE,5,2025-02-23,0,,0.673285186983787,-0.3749389797408701,6,1,0,-0.11137210960547561
55,1,1,OUT,SALE,6,2025-02-24,0,,1.1367559203493707,1.732050807568887,0,0,0,-0.046728749984045415
56,1,1,OUT,SALE,3,2025-02-25,0,,-0.2536562797473803,-3.1052950170406035,1,0,0,-0.1422519446266693
57,1,1,OUT,SALE,5,2025-02-26,0,,0.673285186983787,0.13363062095621284,2,0,0,-0.17838990641590546
58,1,1,OUT,SALE,5,2025-02-27,0,,0.673285186983787,0.13363062095621284,3,0,0,-0.18117579822344332
59,1,1,OUT,SALE,5,2025-02-28,0,,0.673285186983787,0.0,4,0,0,-0.15951025337622782
60,1,1,OUT,SALE,4,2025-03-01,0,,0.2098144536182034,-1.000000000000002,5,1,0,-0.14356304154490934
61,1,1,OUT,SALE,3,2025-03-02,0,,-0.2536562797473803,-1.8022542275583384,6,1,0,-0.10424368365850079
62,1,1,OUT,SALE,4,2025-03-03,0,,0.2098144536182034,-0.3779644730092287,0,0,0,-0.18133908339366245
63,1,1,OUT,SALE,4,2025-03-04,0,,0.2098144536182034,-0.15877683720749042,1,0,0,-0.21433175436622742
64,1,1,OUT,SALE,5,2025-03-05,0,,0.673285186983787,0.9449111825230764,2,0,0,-0.1582132199450359
65,1,1,OUT,SALE,4,2025-03-06,0,,0.2098144536182034,-0.3779644730092303,3,0,0,-0.22254340868825362
66,1,1,OUT,SALE,3,2025-03-07,0,,-0.2536562797473803,-1.6561573424216698,4,0,0,-0.18286735208025978
67,1,1,OUT,SALE,4,2025-03-08,0,,0.2098144536182034,0.207019667802709,5,1,0,-0.17427540932595892
68,1,1,OUT,SALE,5,2025-03-09,0,,0.673285186983787,1.6561573424216727,6,1,0,-0.09730289477301368
69,1,1,OUT,SALE,4,2025-03-10,0,,0.2098144536182034,-0.2070196678027092,0,0,0,-0.1833271351065207
70,1,1,OUT,SALE,4,2025-03-11,0,,0.2098144536182034,-0.2070196678027092,1,0,0,-0.2158567614932833
71,1,1,OUT,SALE,4,2025-03-12,0,,0.2098144536182034,-0.2070196678027092,2,0,0,-0.22689718620905674
72,1,1,OUT,SALE,4,2025-03-13,0,,0.2098144536182034,0.0,3,0,0,-0.22535156765337339
73,1,1,OUT,SALE,4,2025-03-14,0,,0.2098144536182034,0.0,4,0,0,-0.2087341791194151
74,1,1,OUT,SALE,6,2025-03-15,0,,1.1367559203493707,4.913538149120142,5,1,0,-0.010549063208355802
75,1,1,OUT,SALE,7,2025-03-16,0,,1.6002266537149545,3.2682286764115562,6,1,0,-0.010723786751657527
76,1,1,OUT,SALE,6,2025-03-17,0,,1.1367559203493707,1.0256451881367434,0,0,0,-0.06970398456544191
77,1,1,OUT,SALE,5,2025-03-18,0,,0.673285186983787,0.0,1,0,0,-0.1768552022683732
78,1,1,OUT,SALE,4,2025-03-19,0,,0.2098144536182034,-0.940634162003546,2,0,0,-0.2129513228230257
79,1,1,OUT,SALE,4,2025-03-20,0,,0.2098144536182034,-0.940634162003546,3,0,0,-0.2114170126946967
80,1,1,OUT,SALE,4,2025-03-21,0,,0.2098144536182034,-0.940634162003546,4,0,0,-0.1934215551792567
81,1,1,OUT,SALE,4,2025-03-22,0,,0.2098144536182034,-0.940634162003546,5,1,0,-0.1462632898119018
82,1,1,OUT,SALE,4,2025-03-23,0,,0.2098144536182034,-0.7054756215026593,6,1,0,-0.14158961929700553
83,1,1,OUT,SALE,4,2025-03-24,0,,0.2098144536182034,-0.5447047794019262,0,0,0,-0.17846910717187398
84,1,1,OUT,SALE,4,2025-03-25,0,,0.2098144536182034,-0.37796447300924213,1,0,0,-0.2131620626313837
85,1,1,OUT,SALE,3,2025-03-26,0,,-0.2536562797473803,0.0,2,0,0,-0.2432624332884083
86,1,1,OUT,SALE,4,2025-03-27,0,,0.2098144536182034,0.37796447300922703,3,0,0,-0.2165046913631683
87,1,1,OUT,SALE,4,2025-03-28,0,,0.2098144536182034,0.37796447300922703,4,0,0,-0.19813601684375992
88,1,1,OUT,SALE,5,2025-03-29,0,,0.673285186983787,3.0237157840738176,5,1,0,-0.07870273877826417
89,1,1,OUT,SALE,5,2025-03-30,0,,0.673285186983787,1.7320508075688774,6,1,0,-0.09615646667775479
90,1,1,OUT,SALE,4,2025-03-31,0,,0.2098144536182034,-0.20701966780270684,0,0,0,-0.1833271351065207
91,1,1,OUT,SALE,3,2025-04-01,0,,-0.2536562797473803,-1.656157342421651,1,0,0,-0.20000133582662516
92,1,1,OUT,SALE,2,2025-04-02,0,,-0.717127013112964,-2.449489742783178,2,0,0,-0.1299487323291677
93,1,1,OUT,SALE,3,2025-04-03,0,,-0.2536562797473803,-0.8017837257372732,3,0,0,-0.23070240512316897
94,1,1,OUT,SALE,3,2025-04-04,0,,-0.2536562797473803,-0.6419407387663695,4,0,0,-0.22060977316642633
95,1,1,OUT,SALE,4,2025-04-05,0,,0.2098144536182034,0.377964473009227,5,1,0,-0.17402232139730173
96,1,1,OUT,SALE,3,2025-04-06,0,,-0.2536562797473803,-0.43915503282683965,6,1,0,-0.16909935780097413
97,1,1,OUT,SALE,3,2025-04-07,0,,-0.2536562797473803,-0.20701966780270606,0,0,0,-0.20491006733881573
98,1,1,OUT,SALE,3,2025-04-08,0,,-0.2536562797473803,0.0,1,0,0,-0.23506984518286012
99,1,1,OUT,SALE,2,2025-04-09,0,,-0.717127013112964,-1.7320508075688756,2,0,0,-0.15331020481381574
100,1,1,OUT,SALE,3,2025-04-10,0,,-0.2536562797473803,0.0,3,0,0,-0.2379871028122148
101,1,1,OUT,SALE,3,2025-04-11,0,,-0.2536562797473803,0.0,4,0,0,-0.21986257284956245
102,1,1,OUT,SALE,3,2025-04-12,0,,-0.2536562797473803,0.0,5,1,0,-0.19020231411406796
103,1,1,OUT,SALE,3,2025-04-13,0,,-0.2536562797473803,0.3779644730092261,6,1,0,-0.1733863736569104
104,1,1,OUT,SALE,3,2025-04-14,0,,-0.2536562797473803,0.3779644730092261,0,0,0,-0.1890369961817358
105,1,1,OUT,SALE,2,2025-04-15,0,,-0.717127013112964,-2.2677868380553576,1,0,0,-0.13319520077648028
106,1,1,OUT,SALE,3,2025-04-16,0,,-0.2536562797473803,0.5855400437691185,2,0,0,-0.22671066862263295
107,1,1,OUT,SALE,3,2025-04-17,0,,-0.2536562797473803,0.3779644730092261,3,0,0,-0.22834244015548677
108,1,1,OUT,SALE,2,2025-04-18,0,,-0.717127013112964,-2.2677868380553576,4,0,0,-0.11741399212995274
109,1,1,OUT,SALE,3,2025-04-19,0,,-0.2536562797473803,0.5855400437691185,5,1,0,-0.18289860498360866
110,1,1,OUT,SALE,3,2025-04-20,0,,-0.2536562797473803,0.5855400437691185,6,1,0,-0.16933811445819053
111,1,1,OUT,SALE,2,2025-04-21,0,,-0.717127013112964,-1.4638501094227971,0,0,0,-0.12092114067325488
112,1,1,OUT,SALE,2,2025-04-22,0,,-0.717127013112964,-1.0690449676496958,1,0,0,-0.18228458267110637
113,1,1,OUT,SALE,3,2025-04-23,0,,-0.2536562797473803,0.8017837257372713,2,0,0,-0.22093843624661597
114,1,1,OUT,SALE,2,2025-04-24,0,,-0.717127013112964,-1.0690449676496958,3,0,0,-0.18736344116785342
115,1,1,OUT,SALE,3,2025-04-25,0,,-0.2536562797473803,1.0690449676496954,4,0,0,-0.18778760402124284
116,1,1,OUT,SALE,3,2025-04-26,0,,-0.2536562797473803,0.8017837257372713,5,1,0,-0.17858981281044684
117,1,1,OUT,SALE,4,2025-04-27,0,,0.2098144536182034,2.6726124191242384,6,1,0,-0.10601008361104414
118,1,1,OUT,SALE,2,2025-04-28,0,,-0.717127013112964,-0.9449111825230675,0,0,0,-0.14471019874807234
119,1,1,OUT,SALE,3,2025-04-29,0,,-0.2536562797473803,0.37796447300922675,1,0,0,-0.22278772641035088
120,1,1,OUT,SALE,3,2025-04-30,0,,-0.2536562797473803,0.207019667802706,2,0,0,-0.2372591486968043
121,1,1,OUT,SALE,1,2025-05-01,0,,-1.1805977464785478,-2.6912556814351793,3,0,0,-0.07229714956181343
122,1,1,OUT,SALE,1,2025-05-02,0,,-1.1805977464785478,-1.802254227558331,4,0,0,-0.08374491179262689
123,1,1,OUT,SALE,2,2025-05-03,0,,-0.717127013112964,-0.3779644730092268,5,1,0,-0.12657190397534201
124,1,1,OUT,SALE,1,2025-05-04,0,,-1.1805977464785478,-1.155493329779464,6,1,0,-0.03411995937062673
125,1,1,OUT,SALE,1,2025-05-05,0,,-1.1805977464785478,-0.9526610232449326,0,0,0,-0.09247869394661079
126,1,1,OUT,SALE,1,2025-05-06,0,,-1.1805977464785478,-0.7509392614826375,1,0,0,-0.1300693016823351
127,1,1,OUT,SALE,2,2025-05-07,0,,-0.717127013112964,0.7262730392025616,2,0,0,-0.1820251087419391
128,1,1,OUT,SALE,1,2025-05-08,0,,-1.1805977464785478,-0.5855400437691172,3,0,0,-0.13858447125396994
129,1,1,OUT,SALE,1,2025-05-09,0,,-1.1805977464785478,-0.5855400437691172,4,0,0,-0.12155641137069828
130,1,1,OUT,SALE,2,2025-05-10,0,,-0.717127013112964,1.4638501094227923,5,1,0,-0.10994757359961127
131,1,1,OUT,SALE,2,2025-05-11,0,,-0.717127013112964,1.4638501094227923,6,1,0,-0.08964248495954541
132,1,1,OUT,SALE,1,2025-05-12,0,,-1.1805977464785478,-0.8017837257372702,0,0,0,-0.09688190183835721
133,1,1,OUT,SALE,1,2025-05-13,0,,-1.1805977464785478,-0.8017837257372702,1,0,0,-0.12924612564534743
